region,year,month,rainfall_mm
MADHYA MAHARASHTRA,1975,2,3.147400140762329
MADHYA MAHARASHTRA,1975,3,4.075353622436523
MADHYA MAHARASHTRA,1975,4,4.094045162200928
MADHYA MAHARASHTRA,1975,5,4.2819623947143555
MADHYA MAHARASHTRA,1975,6,4.5868730545043945
MADHYA MAHARASHTRA,1975,7,4.091714382171631
MADHYA MAHARASHTRA,1975,8,4.429986476898193
MADHYA MAHARASHTRA,1975,9,4.1657538414001465
MADHYA MAHARASHTRA,1975,10,4.126919746398926
MADHYA MAHARASHTRA,1975,11,4.229523658752441
MADHYA MAHARASHTRA,1975,12,3.44366455078125
MADHYA MAHARASHTRA,1976,1,3.886542320251465
MADHYA MAHARASHTRA,1976,2,4.416835308074951
MADHYA MAHARASHTRA,1976,3,4.523642539978027
MADHYA MAHARASHTRA,1976,4,2.7223100662231445
MADHYA MAHARASHTRA,1976,5,1.7975530624389648
MADHYA MAHARASHTRA,1976,6,2.3154044151306152
MADHYA MAHARASHTRA,1976,7,3.311537027359009
MADHYA MAHARASHTRA,1976,8,3.559457302093506
MADHYA MAHARASHTRA,1976,9,3.4759504795074463
MADHYA MAHARASHTRA,1976,10,3.3252949714660645
MADHYA MAHARASHTRA,1976,11,3.738006114959717
MADHYA MAHARASHTRA,1976,12,3.3860244750976562
MADHYA MAHARASHTRA,1977,1,2.792104721069336
MADHYA MAHARASHTRA,1977,2,2.7563109397888184
MADHYA MAHARASHTRA,1977,3,4.4184746742248535
MADHYA MAHARASHTRA,1977,4,3.0984795093536377
MADHYA MAHARASHTRA,1977,5,3.3207156658172607
MADHYA MAHARASHTRA,1977,6,3.1264760494232178
MADHYA MAHARASHTRA,1977,7,3.598571300506592
MADHYA MAHARASHTRA,1977,8,4.134085655212402
MADHYA MAHARASHTRA,1977,9,3.537949323654175
MADHYA MAHARASHTRA,1977,10,3.2344608306884766
MADHYA MAHARASHTRA,1977,11,3.5299205780029297
MADHYA MAHARASHTRA,1977,12,3.084892988204956
MADHYA MAHARASHTRA,1978,1,3.121875762939453
MADHYA MAHARASHTRA,1978,2,3.2889692783355713
MADHYA MAHARASHTRA,1978,3,2.860381603240967
MADHYA MAHARASHTRA,1978,4,3.2001726627349854
MADHYA MAHARASHTRA,1978,5,2.5479233264923096
MADHYA MAHARASHTRA,1978,6,2.9632084369659424
MADHYA MAHARASHTRA,1978,7,3.056525945663452
MADHYA MAHARASHTRA,1978,8,3.7155821323394775
MADHYA MAHARASHTRA,1978,9,3.6379878520965576
MADHYA MAHARASHTRA,1978,10,3.842291831970215
MADHYA MAHARASHTRA,1978,11,3.587904453277588
MADHYA MAHARASHTRA,1978,12,3.8195674419403076
MADHYA MAHARASHTRA,1979,1,2.9859237670898438
MADHYA MAHARASHTRA,1979,2,3.323760509490967
MADHYA MAHARASHTRA,1979,3,3.399946689605713
MADHYA MAHARASHTRA,1979,4,2.903742790222168
MADHYA MAHARASHTRA,1979,5,4.163254261016846
MADHYA MAHARASHTRA,1979,6,3.529254913330078
MADHYA MAHARASHTRA,1979,7,2.9078710079193115
MADHYA MAHARASHTRA,1979,8,3.7801003456115723
MADHYA MAHARASHTRA,1979,9,3.6360392570495605
MADHYA MAHARASHTRA,1979,10,3.6877715587615967
MADHYA MAHARASHTRA,1979,11,3.4380412101745605
MADHYA MAHARASHTRA,1979,12,2.344155788421631
MADHYA MAHARASHTRA,1980,1,3.0826759338378906
MADHYA MAHARASHTRA,1980,2,2.925755023956299
MADHYA MAHARASHTRA,1980,3,2.8986310958862305
MADHYA MAHARASHTRA,1980,4,3.618032932281494
MADHYA MAHARASHTRA,1980,5,3.578622579574585
MADHYA MAHARASHTRA,1980,6,3.436965227127075
MADHYA MAHARASHTRA,1980,7,3.993450880050659
MADHYA MAHARASHTRA,1980,8,3.6504905223846436
MADHYA MAHARASHTRA,1980,9,2.7960846424102783
MADHYA MAHARASHTRA,1980,10,3.1125988960266113
MADHYA MAHARASHTRA,1980,11,2.1013433933258057
MADHYA MAHARASHTRA,1980,12,3.455324172973633
MADHYA MAHARASHTRA,1981,1,4.8448991775512695
MADHYA MAHARASHTRA,1981,2,3.9141769409179688
MADHYA MAHARASHTRA,1981,3,3.059880256652832
MADHYA MAHARASHTRA,1981,4,2.69320011138916
MADHYA MAHARASHTRA,1981,5,1.693159818649292
MADHYA MAHARASHTRA,1981,6,2.6586194038391113
MADHYA MAHARASHTRA,1981,7,2.574650764465332
MADHYA MAHARASHTRA,1981,8,2.889420509338379
MADHYA MAHARASHTRA,1981,9,3.9666149616241455
MADHYA MAHARASHTRA,1981,10,4.549247741699219
MADHYA MAHARASHTRA,1981,11,3.921447515487671
MADHYA MAHARASHTRA,1981,12,4.349325180053711
MADHYA MAHARASHTRA,1982,1,2.2570815086364746
MADHYA MAHARASHTRA,1982,2,2.9696052074432373
MADHYA MAHARASHTRA,1982,3,1.9028587341308594
MADHYA MAHARASHTRA,1982,4,1.7706667184829712
MADHYA MAHARASHTRA,1982,5,3.1534290313720703
MADHYA MAHARASHTRA,1982,6,3.9402358531951904
MADHYA MAHARASHTRA,1982,7,2.467388391494751
MADHYA MAHARASHTRA,1982,8,2.417938470840454
MADHYA MAHARASHTRA,1982,9,2.361402988433838
MADHYA MAHARASHTRA,1982,10,3.17085862159729
MADHYA MAHARASHTRA,1982,11,2.8906142711639404
MADHYA MAHARASHTRA,1982,12,2.522064208984375
MADHYA MAHARASHTRA,1983,1,2.615800380706787
MADHYA MAHARASHTRA,1983,2,2.901165008544922
MADHYA MAHARASHTRA,1983,3,3.2810614109039307
MADHYA MAHARASHTRA,1983,4,3.396686553955078
MADHYA MAHARASHTRA,1983,5,3.3416666984558105
MADHYA MAHARASHTRA,1983,6,4.573660850524902
MADHYA MAHARASHTRA,1983,7,3.402974843978882
MADHYA MAHARASHTRA,1983,8,4.035599708557129
MADHYA MAHARASHTRA,1983,9,4.079498767852783
MADHYA MAHARASHTRA,1983,10,4.154554843902588
MADHYA MAHARASHTRA,1983,11,5.137460708618164
MADHYA MAHARASHTRA,1983,12,4.254852771759033
MADHYA MAHARASHTRA,1984,1,1.8337677717208862
MADHYA MAHARASHTRA,1984,2,2.1843175888061523
MADHYA MAHARASHTRA,1984,3,2.7489466667175293
MADHYA MAHARASHTRA,1984,4,5.484046936035156
MADHYA MAHARASHTRA,1984,5,3.9083144664764404
MADHYA MAHARASHTRA,1984,6,3.0873167514801025
MADHYA MAHARASHTRA,1984,7,2.645392656326294
MADHYA MAHARASHTRA,1984,8,3.887481451034546
MADHYA MAHARASHTRA,1984,9,3.1921117305755615
MADHYA MAHARASHTRA,1984,10,2.0268137454986572
MADHYA MAHARASHTRA,1984,11,1.5952439308166504
MADHYA MAHARASHTRA,1984,12,1.7737138271331787
MADHYA MAHARASHTRA,1985,1,2.983259439468384
MADHYA MAHARASHTRA,1985,2,2.511789083480835
MADHYA MAHARASHTRA,1985,3,2.962860584259033
MADHYA MAHARASHTRA,1985,4,2.105069398880005
MADHYA MAHARASHTRA,1985,5,2.2975211143493652
MADHYA MAHARASHTRA,1985,6,2.564061403274536
MADHYA MAHARASHTRA,1985,7,2.6597211360931396
MADHYA MAHARASHTRA,1985,8,3.063553810119629
MADHYA MAHARASHTRA,1985,9,2.862532377243042
MADHYA MAHARASHTRA,1985,10,3.5518529415130615
MADHYA MAHARASHTRA,1985,11,2.580317497253418
MADHYA MAHARASHTRA,1985,12,2.630740165710449
MADHYA MAHARASHTRA,1986,1,2.4575374126434326
MADHYA MAHARASHTRA,1986,2,2.317796468734741
MADHYA MAHARASHTRA,1986,3,2.290968418121338
MADHYA MAHARASHTRA,1986,4,2.77657151222229
MADHYA MAHARASHTRA,1986,5,1.9876288175582886
MADHYA MAHARASHTRA,1986,6,1.712822437286377
MADHYA MAHARASHTRA,1986,7,2.7065200805664062
MADHYA MAHARASHTRA,1986,8,2.7175798416137695
MADHYA MAHARASHTRA,1986,9,2.5579264163970947
MADHYA MAHARASHTRA,1986,10,2.1898036003112793
MADHYA MAHARASHTRA,1986,11,2.4129438400268555
MADHYA MAHARASHTRA,1986,12,2.7961111068725586
MADHYA MAHARASHTRA,1987,1,3.108785390853882
MADHYA MAHARASHTRA,1987,2,3.6591033935546875
MADHYA MAHARASHTRA,1987,3,4.137044429779053
MADHYA MAHARASHTRA,1987,4,2.773073673248291
MADHYA MAHARASHTRA,1987,5,2.380821943283081
MADHYA MAHARASHTRA,1987,6,2.0305957794189453
MADHYA MAHARASHTRA,1987,7,2.2154626846313477
MADHYA MAHARASHTRA,1987,8,3.0424129962921143
MADHYA MAHARASHTRA,1987,9,4.1062211990356445
MADHYA MAHARASHTRA,1987,10,2.575878381729126
MADHYA MAHARASHTRA,1987,11,2.2470321655273438
MADHYA MAHARASHTRA,1987,12,3.593578815460205
MADHYA MAHARASHTRA,1988,1,2.3926548957824707
MADHYA MAHARASHTRA,1988,2,2.8292174339294434
MADHYA MAHARASHTRA,1988,3,3.3071842193603516
MADHYA MAHARASHTRA,1988,4,3.9355146884918213
MADHYA MAHARASHTRA,1988,5,4.04806661605835
MADHYA MAHARASHTRA,1988,6,4.8096089363098145
MADHYA MAHARASHTRA,1988,7,4.8377909660339355
MADHYA MAHARASHTRA,1988,8,4.522554397583008
MADHYA MAHARASHTRA,1988,9,4.083523273468018
MADHYA MAHARASHTRA,1988,10,2.815274953842163
MADHYA MAHARASHTRA,1988,11,3.1721506118774414
MADHYA MAHARASHTRA,1988,12,4.042381763458252
MADHYA MAHARASHTRA,1989,1,5.91240930557251
MADHYA MAHARASHTRA,1989,2,3.684495210647583
MADHYA MAHARASHTRA,1989,3,3.149988889694214
MADHYA MAHARASHTRA,1989,4,3.146411418914795
MADHYA MAHARASHTRA,1989,5,3.001269578933716
MADHYA MAHARASHTRA,1989,6,2.380613327026367
MADHYA MAHARASHTRA,1989,7,2.4395751953125
MADHYA MAHARASHTRA,1989,8,2.47914457321167
MADHYA MAHARASHTRA,1989,9,3.0388550758361816
MADHYA MAHARASHTRA,1989,10,3.0859336853027344
MADHYA MAHARASHTRA,1989,11,4.240723133087158
MADHYA MAHARASHTRA,1989,12,3.6504549980163574
MADHYA MAHARASHTRA,1990,1,5.0945329666137695
MADHYA MAHARASHTRA,1990,2,2.839956045150757
MADHYA MAHARASHTRA,1990,3,2.333348035812378
MADHYA MAHARASHTRA,1990,4,3.691588878631592
MADHYA MAHARASHTRA,1990,5,3.4354209899902344
MADHYA MAHARASHTRA,1990,6,4.738124370574951
MADHYA MAHARASHTRA,1990,7,4.547530651092529
MADHYA MAHARASHTRA,1990,8,4.343581676483154
MADHYA MAHARASHTRA,1990,9,3.781956911087036
MADHYA MAHARASHTRA,1990,10,4.53653621673584
MADHYA MAHARASHTRA,1990,11,4.41685676574707
MADHYA MAHARASHTRA,1990,12,5.331750869750977
MADHYA MAHARASHTRA,1991,1,3.2991652488708496
MADHYA MAHARASHTRA,1991,2,4.035863399505615
MADHYA MAHARASHTRA,1991,3,4.813282012939453
MADHYA MAHARASHTRA,1991,4,5.74344539642334
MADHYA MAHARASHTRA,1991,5,5.12977933883667
MADHYA MAHARASHTRA,1991,6,3.3674631118774414
MADHYA MAHARASHTRA,1991,7,2.294790744781494
MADHYA MAHARASHTRA,1991,8,1.7761422395706177
MADHYA MAHARASHTRA,1991,9,2.460535764694214
MADHYA MAHARASHTRA,1991,10,2.7739715576171875
MADHYA MAHARASHTRA,1991,11,2.3294060230255127
MADHYA MAHARASHTRA,1991,12,2.797746181488037
MADHYA MAHARASHTRA,1992,1,3.098855972290039
MADHYA MAHARASHTRA,1992,2,2.950624942779541
MADHYA MAHARASHTRA,1992,3,2.322780132293701
MADHYA MAHARASHTRA,1992,4,2.715698003768921
MADHYA MAHARASHTRA,1992,5,2.1117172241210938
MADHYA MAHARASHTRA,1992,6,3.2953834533691406
MADHYA MAHARASHTRA,1992,7,2.538783073425293
MADHYA MAHARASHTRA,1992,8,3.1520328521728516
MADHYA MAHARASHTRA,1992,9,3.472611427307129
MADHYA MAHARASHTRA,1992,10,2.9728333950042725
MADHYA MAHARASHTRA,1992,11,2.8518805503845215
MADHYA MAHARASHTRA,1992,12,2.9199881553649902
MADHYA MAHARASHTRA,1993,1,3.162233591079712
MADHYA MAHARASHTRA,1993,2,4.178499221801758
MADHYA MAHARASHTRA,1993,3,3.730534553527832
MADHYA MAHARASHTRA,1993,4,5.073203086853027
MADHYA MAHARASHTRA,1993,5,5.013601779937744
MADHYA MAHARASHTRA,1993,6,3.5053811073303223
MADHYA MAHARASHTRA,1993,7,2.9985511302948
MADHYA MAHARASHTRA,1993,8,3.928856372833252
MADHYA MAHARASHTRA,1993,9,3.184311628341675
MADHYA MAHARASHTRA,1993,10,3.6563146114349365
MADHYA MAHARASHTRA,1993,11,4.442296504974365
MADHYA MAHARASHTRA,1993,12,3.6006157398223877
MADHYA MAHARASHTRA,1994,1,4.122621059417725
MADHYA MAHARASHTRA,1994,2,3.2300546169281006
MADHYA MAHARASHTRA,1994,3,3.742962121963501
MADHYA MAHARASHTRA,1994,4,2.4897303581237793
MADHYA MAHARASHTRA,1994,5,2.931730031967163
MADHYA MAHARASHTRA,1994,6,2.633899211883545
MADHYA MAHARASHTRA,1994,7,2.5587105751037598
MADHYA MAHARASHTRA,1994,8,3.7455763816833496
MADHYA MAHARASHTRA,1994,9,3.114187717437744
MADHYA MAHARASHTRA,1994,10,2.431520462036133
MADHYA MAHARASHTRA,1994,11,4.555141448974609
MADHYA MAHARASHTRA,1994,12,4.335769176483154
MADHYA MAHARASHTRA,1995,1,2.4998831748962402
MADHYA MAHARASHTRA,1995,2,2.7864181995391846
MADHYA MAHARASHTRA,1995,3,3.1108505725860596
MADHYA MAHARASHTRA,1995,4,3.554879903793335
MADHYA MAHARASHTRA,1995,5,3.364786148071289
MADHYA MAHARASHTRA,1995,6,2.9363667964935303
MADHYA MAHARASHTRA,1995,7,2.497575044631958
MADHYA MAHARASHTRA,1995,8,3.1911840438842773
MADHYA MAHARASHTRA,1995,9,3.4852826595306396
MADHYA MAHARASHTRA,1995,10,2.2947099208831787
MADHYA MAHARASHTRA,1995,11,2.571331024169922
MADHYA MAHARASHTRA,1995,12,2.8668806552886963
MADHYA MAHARASHTRA,1996,1,4.3558855056762695
MADHYA MAHARASHTRA,1996,2,3.9391345977783203
MADHYA MAHARASHTRA,1996,3,3.2033467292785645
MADHYA MAHARASHTRA,1996,4,2.530285358428955
MADHYA MAHARASHTRA,1996,5,2.9142162799835205
MADHYA MAHARASHTRA,1996,6,2.9217724800109863
MADHYA MAHARASHTRA,1996,7,3.4294166564941406
MADHYA MAHARASHTRA,1996,8,3.187453031539917
MADHYA MAHARASHTRA,1996,9,3.6574547290802
MADHYA MAHARASHTRA,1996,10,3.5366029739379883
MADHYA MAHARASHTRA,1996,11,3.612210750579834
MADHYA MAHARASHTRA,1996,12,4.620011329650879
MADHYA MAHARASHTRA,1997,1,2.1533610820770264
MADHYA MAHARASHTRA,1997,2,3.5238089561462402
MADHYA MAHARASHTRA,1997,3,3.648585081100464
MADHYA MAHARASHTRA,1997,4,4.144497871398926
MADHYA MAHARASHTRA,1997,5,3.070239782333374
MADHYA MAHARASHTRA,1997,6,3.481959104537964
MADHYA MAHARASHTRA,1997,7,4.921332359313965
MADHYA MAHARASHTRA,1997,8,4.789308547973633
MADHYA MAHARASHTRA,1997,9,3.762026071548462
MADHYA MAHARASHTRA,1997,10,2.9584195613861084
MADHYA MAHARASHTRA,1997,11,2.0458123683929443
MADHYA MAHARASHTRA,1997,12,2.5987679958343506
MADHYA MAHARASHTRA,1998,1,4.106222629547119
MADHYA MAHARASHTRA,1998,2,3.0471158027648926
MADHYA MAHARASHTRA,1998,3,2.6489617824554443
MADHYA MAHARASHTRA,1998,4,3.026036262512207
MADHYA MAHARASHTRA,1998,5,3.604501724243164
MADHYA MAHARASHTRA,1998,6,4.59792947769165
MADHYA MAHARASHTRA,1998,7,4.311610698699951
MADHYA MAHARASHTRA,1998,8,3.9620487689971924
MADHYA MAHARASHTRA,1998,9,5.247487545013428
MADHYA MAHARASHTRA,1998,10,4.182464122772217
MADHYA MAHARASHTRA,1998,11,4.432281017303467
MADHYA MAHARASHTRA,1998,12,4.914481163024902
MADHYA MAHARASHTRA,1999,1,3.099172830581665
MADHYA MAHARASHTRA,1999,2,2.8973872661590576
MADHYA MAHARASHTRA,1999,3,3.722282886505127
MADHYA MAHARASHTRA,1999,4,3.3093268871307373
MADHYA MAHARASHTRA,1999,5,3.725609064102173
MADHYA MAHARASHTRA,1999,6,4.194832801818848
MADHYA MAHARASHTRA,1999,7,3.988194465637207
MADHYA MAHARASHTRA,1999,8,3.470099925994873
MADHYA MAHARASHTRA,1999,9,3.330676317214966
MADHYA MAHARASHTRA,1999,10,3.0175445079803467
MADHYA MAHARASHTRA,1999,11,2.6145968437194824
MADHYA MAHARASHTRA,1999,12,3.244234323501587
MADHYA MAHARASHTRA,2000,1,2.5704917907714844
MADHYA MAHARASHTRA,2000,2,3.0812642574310303
MADHYA MAHARASHTRA,2000,3,3.377767562866211
MADHYA MAHARASHTRA,2000,4,2.2927801609039307
MADHYA MAHARASHTRA,2000,5,1.9649380445480347
MADHYA MAHARASHTRA,2000,6,2.958911180496216
MADHYA MAHARASHTRA,2000,7,3.142889976501465
MADHYA MAHARASHTRA,2000,8,3.5383377075195312
MADHYA MAHARASHTRA,2000,9,3.4359397888183594
MADHYA MAHARASHTRA,2000,10,3.184593915939331
MADHYA MAHARASHTRA,2000,11,2.1168065071105957
MADHYA MAHARASHTRA,2000,12,2.3452060222625732
MADHYA MAHARASHTRA,2001,1,2.3798885345458984
MADHYA MAHARASHTRA,2001,2,1.7448327541351318
MADHYA MAHARASHTRA,2001,3,2.696125030517578
MADHYA MAHARASHTRA,2001,4,2.0464720726013184
MADHYA MAHARASHTRA,2001,5,4.211569786071777
MADHYA MAHARASHTRA,2001,6,2.8659415245056152
MADHYA MAHARASHTRA,2001,7,2.2402303218841553
MADHYA MAHARASHTRA,2001,8,2.263521194458008
MADHYA MAHARASHTRA,2001,9,2.3661000728607178
MADHYA MAHARASHTRA,2001,10,4.002838611602783
MADHYA MAHARASHTRA,2001,11,3.2045021057128906
MADHYA MAHARASHTRA,2001,12,3.157529592514038
MADHYA MAHARASHTRA,2002,1,2.517944812774658
MADHYA MAHARASHTRA,2002,2,2.038818597793579
MADHYA MAHARASHTRA,2002,3,2.304150342941284
MADHYA MAHARASHTRA,2002,4,2.670177459716797
MADHYA MAHARASHTRA,2002,5,1.934333086013794
MADHYA MAHARASHTRA,2002,6,2.5447566509246826
MADHYA MAHARASHTRA,2002,7,2.9554624557495117
MADHYA MAHARASHTRA,2002,8,3.158777952194214
MADHYA MAHARASHTRA,2002,9,4.614741802215576
MADHYA MAHARASHTRA,2002,10,3.006028175354004
MADHYA MAHARASHTRA,2002,11,2.7819087505340576
MADHYA MAHARASHTRA,2002,12,1.6846626996994019
MADHYA MAHARASHTRA,2003,1,2.4790680408477783
MADHYA MAHARASHTRA,2003,2,2.745959758758545
MADHYA MAHARASHTRA,2003,3,3.0572283267974854
MADHYA MAHARASHTRA,2003,4,3.2924211025238037
MADHYA MAHARASHTRA,2003,5,3.602417230606079
MADHYA MAHARASHTRA,2003,6,2.9635300636291504
MADHYA MAHARASHTRA,2003,7,3.0081899166107178
MADHYA MAHARASHTRA,2003,8,2.309302806854248
MADHYA MAHARASHTRA,2003,9,1.523712158203125
MADHYA MAHARASHTRA,2003,10,1.3919999599456787
MADHYA MAHARASHTRA,2003,11,2.774648904800415
MADHYA MAHARASHTRA,2003,12,2.097227096557617
MADHYA MAHARASHTRA,2004,1,3.920044422149658
MADHYA MAHARASHTRA,2004,2,5.330870151519775
MADHYA MAHARASHTRA,2004,3,2.954667568206787
MADHYA MAHARASHTRA,2004,4,1.757248878479004
MADHYA MAHARASHTRA,2004,5,3.421832323074341
MADHYA MAHARASHTRA,2004,6,3.0509109497070312
MADHYA MAHARASHTRA,2004,7,3.444915294647217
MADHYA MAHARASHTRA,2004,8,2.9683263301849365
MADHYA MAHARASHTRA,2004,9,3.3215994834899902
MADHYA MAHARASHTRA,2004,10,3.015392780303955
MADHYA MAHARASHTRA,2004,11,5.275534152984619
MADHYA MAHARASHTRA,2004,12,5.057794570922852
MADHYA MAHARASHTRA,2005,1,7.377071380615234
MADHYA MAHARASHTRA,2005,2,7.70063591003418
MADHYA MAHARASHTRA,2005,3,7.308962345123291
MADHYA MAHARASHTRA,2005,4,7.387944221496582
MADHYA MAHARASHTRA,2005,5,4.624346733093262
MADHYA MAHARASHTRA,2005,6,4.915615081787109
MADHYA MAHARASHTRA,2005,7,3.9588310718536377
MADHYA MAHARASHTRA,2005,8,4.035905361175537
MADHYA MAHARASHTRA,2005,9,5.450399398803711
MADHYA MAHARASHTRA,2005,10,6.341488361358643
MADHYA MAHARASHTRA,2005,11,5.90721321105957
MADHYA MAHARASHTRA,2005,12,6.258539199829102
MADHYA MAHARASHTRA,2006,1,4.10585880279541
MADHYA MAHARASHTRA,2006,2,4.496792316436768
MADHYA MAHARASHTRA,2006,3,4.580412864685059
MADHYA MAHARASHTRA,2006,4,4.872272968292236
MADHYA MAHARASHTRA,2006,5,5.120797157287598
MADHYA MAHARASHTRA,2006,6,5.8511834144592285
MADHYA MAHARASHTRA,2006,7,5.316210746765137
MADHYA MAHARASHTRA,2006,8,3.932459831237793
MADHYA MAHARASHTRA,2006,9,3.1162455081939697
MADHYA MAHARASHTRA,2006,10,3.794095993041992
MADHYA MAHARASHTRA,2006,11,3.1542880535125732
MADHYA MAHARASHTRA,2006,12,4.540576457977295
MADHYA MAHARASHTRA,2007,1,4.040936470031738
MADHYA MAHARASHTRA,2007,2,4.506791114807129
MADHYA MAHARASHTRA,2007,3,3.9068214893341064
MADHYA MAHARASHTRA,2007,4,4.585669994354248
MADHYA MAHARASHTRA,2007,5,3.424863815307617
MADHYA MAHARASHTRA,2007,6,4.470169544219971
MADHYA MAHARASHTRA,2007,7,3.863044023513794
MADHYA MAHARASHTRA,2007,8,2.782625436782837
MADHYA MAHARASHTRA,2007,9,2.3768045902252197
MADHYA MAHARASHTRA,2007,10,4.903102874755859
MADHYA MAHARASHTRA,2007,11,3.3765740394592285
MADHYA MAHARASHTRA,2007,12,4.489681243896484
MADHYA MAHARASHTRA,2008,1,1.7931801080703735
MADHYA MAHARASHTRA,2008,2,2.2333695888519287
MADHYA MAHARASHTRA,2008,3,2.7465124130249023
MADHYA MAHARASHTRA,2008,4,2.1730477809906006
MADHYA MAHARASHTRA,2008,5,1.891982913017273
MADHYA MAHARASHTRA,2008,6,3.9359302520751953
MADHYA MAHARASHTRA,2008,7,2.626289129257202
MADHYA MAHARASHTRA,2008,8,4.293483257293701
MADHYA MAHARASHTRA,2008,9,2.9229931831359863
MADHYA MAHARASHTRA,2008,10,2.15079665184021
MADHYA MAHARASHTRA,2008,11,3.8760125637054443
MADHYA MAHARASHTRA,2008,12,2.8327107429504395
MADHYA MAHARASHTRA,2009,1,3.453092336654663
MADHYA MAHARASHTRA,2009,2,3.6150131225585938
MADHYA MAHARASHTRA,2009,3,5.050901412963867
MADHYA MAHARASHTRA,2009,4,5.713860034942627
MADHYA MAHARASHTRA,2009,5,4.462259769439697
MADHYA MAHARASHTRA,2009,6,2.9885175228118896
MADHYA MAHARASHTRA,2009,7,3.6121737957000732
MADHYA MAHARASHTRA,2009,8,4.5465874671936035
MADHYA MAHARASHTRA,2009,9,4.478801727294922
MADHYA MAHARASHTRA,2009,10,3.974872589111328
MADHYA MAHARASHTRA,2009,11,3.2588553428649902
MADHYA MAHARASHTRA,2009,12,3.100343942642212
MADHYA MAHARASHTRA,2010,1,2.545952558517456
MADHYA MAHARASHTRA,2010,2,5.00649356842041
MADHYA MAHARASHTRA,2010,3,4.359283924102783
MADHYA MAHARASHTRA,2010,4,3.908803701400757
MADHYA MAHARASHTRA,2010,5,2.5480315685272217
MADHYA MAHARASHTRA,2010,6,3.7761833667755127
MADHYA MAHARASHTRA,2010,7,3.6861302852630615
MADHYA MAHARASHTRA,2010,8,3.487257957458496
MADHYA MAHARASHTRA,2010,9,4.994822025299072
MADHYA MAHARASHTRA,2010,10,3.831141710281372
MADHYA MAHARASHTRA,2010,11,4.381901741027832
MADHYA MAHARASHTRA,2010,12,4.555187702178955
MADHYA MAHARASHTRA,2011,1,3.527095079421997
MADHYA MAHARASHTRA,2011,2,2.667208433151245
MADHYA MAHARASHTRA,2011,3,3.1632444858551025
MADHYA MAHARASHTRA,2011,4,1.9601919651031494
MADHYA MAHARASHTRA,2011,5,3.1746394634246826
MADHYA MAHARASHTRA,2011,6,4.9976487159729
MADHYA MAHARASHTRA,2011,7,5.225625514984131
MADHYA MAHARASHTRA,2011,8,3.7486727237701416
MADHYA MAHARASHTRA,2011,9,4.356495380401611
MADHYA MAHARASHTRA,2011,10,3.678767204284668
MADHYA MAHARASHTRA,2011,11,3.4029316902160645
MADHYA MAHARASHTRA,2011,12,4.0795440673828125
MADHYA MAHARASHTRA,2012,1,3.1805789470672607
MADHYA MAHARASHTRA,2012,2,3.293626070022583
MADHYA MAHARASHTRA,2012,3,2.9280858039855957
MADHYA MAHARASHTRA,2012,4,2.7938334941864014
MADHYA MAHARASHTRA,2012,5,2.639042854309082
MADHYA MAHARASHTRA,2012,6,2.1942758560180664
MADHYA MAHARASHTRA,2012,7,2.700862169265747
MADHYA MAHARASHTRA,2012,8,3.786344051361084
MADHYA MAHARASHTRA,2012,9,3.433030605316162
MADHYA MAHARASHTRA,2012,10,2.398249626159668
MADHYA MAHARASHTRA,2012,11,2.2423720359802246
MADHYA MAHARASHTRA,2012,12,3.110630750656128
MADHYA MAHARASHTRA,2013,1,4.109954357147217
MADHYA MAHARASHTRA,2013,2,4.789164066314697
MADHYA MAHARASHTRA,2013,3,2.534973382949829
MADHYA MAHARASHTRA,2013,4,2.798799753189087
MADHYA MAHARASHTRA,2013,5,2.9221351146698
MADHYA MAHARASHTRA,2013,6,2.8765475749969482
MADHYA MAHARASHTRA,2013,7,2.3868203163146973
MADHYA MAHARASHTRA,2013,8,3.379101514816284
MADHYA MAHARASHTRA,2013,9,5.350681304931641
MADHYA MAHARASHTRA,2013,10,5.315849781036377
MADHYA MAHARASHTRA,2013,11,4.00612735748291
MADHYA MAHARASHTRA,2013,12,4.237372398376465
MADHYA MAHARASHTRA,2014,1,3.5095863342285156
MADHYA MAHARASHTRA,2014,2,2.3449254035949707
MADHYA MAHARASHTRA,2014,3,2.951247215270996
MADHYA MAHARASHTRA,2014,4,2.7518155574798584
MADHYA MAHARASHTRA,2014,5,3.0922629833221436
MADHYA MAHARASHTRA,2014,6,3.0513641834259033
MADHYA MAHARASHTRA,2014,7,3.276071071624756
MADHYA MAHARASHTRA,2014,8,3.551419973373413
MADHYA MAHARASHTRA,2014,9,3.8227365016937256
MADHYA MAHARASHTRA,2014,10,2.758972644805908
MADHYA MAHARASHTRA,2014,11,3.064941883087158
MADHYA MAHARASHTRA,2014,12,3.619722843170166
MADHYA MAHARASHTRA,2015,1,3.363554000854492
MADHYA MAHARASHTRA,2015,2,3.1433191299438477
MADHYA MAHARASHTRA,2015,3,1.850326418876648
MADHYA MAHARASHTRA,2015,4,2.326180934906006
MADHYA MAHARASHTRA,2015,5,2.413306474685669
MADHYA MAHARASHTRA,2015,6,2.2148916721343994
MADHYA MAHARASHTRA,2015,7,2.7646806240081787
MADHYA MAHARASHTRA,2015,8,1.899404525756836
MADHYA MAHARASHTRA,2015,9,1.8239752054214478
MADHYA MAHARASHTRA,2015,10,2.5141873359680176
MADHYA MAHARASHTRA,2015,11,1.9944396018981934
MADHYA MAHARASHTRA,2015,12,2.5605239868164062
MADHYA MAHARASHTRA,2016,1,5.020017623901367
