region,year,month,rainfall_mm
EAST MADHYA PRADESH,1945,3,2.1897552013397217
EAST MADHYA PRADESH,1945,4,1.999290943145752
EAST MADHYA PRADESH,1945,5,3.8542068004608154
EAST MADHYA PRADESH,1945,6,4.122928142547607
EAST MADHYA PRADESH,1945,7,3.5824780464172363
EAST MADHYA PRADESH,1945,8,4.02213191986084
EAST MADHYA PRADESH,1945,9,4.330414295196533
EAST MADHYA PRADESH,1945,10,4.5094780921936035
EAST MADHYA PRADESH,1945,11,5.826982498168945
EAST MADHYA PRADESH,1945,12,3.973504066467285
EAST MADHYA PRADESH,1946,1,2.8962502479553223
EAST MADHYA PRADESH,1946,2,3.1887545585632324
EAST MADHYA PRADESH,1946,3,5.49267053604126
EAST MADHYA PRADESH,1946,4,5.1180291175842285
EAST MADHYA PRADESH,1946,5,4.0388689041137695
EAST MADHYA PRADESH,1946,6,3.4714438915252686
EAST MADHYA PRADESH,1946,7,4.572101593017578
EAST MADHYA PRADESH,1946,8,5.6631035804748535
EAST MADHYA PRADESH,1946,9,4.070058822631836
EAST MADHYA PRADESH,1946,10,3.277831554412842
EAST MADHYA PRADESH,1946,11,3.8192152976989746
EAST MADHYA PRADESH,1946,12,4.831168174743652
EAST MADHYA PRADESH,1947,1,5.0721635818481445
EAST MADHYA PRADESH,1947,2,5.165612697601318
EAST MADHYA PRADESH,1947,3,4.341762065887451
EAST MADHYA PRADESH,1947,4,3.175548791885376
EAST MADHYA PRADESH,1947,5,3.4282703399658203
EAST MADHYA PRADESH,1947,6,3.4338648319244385
EAST MADHYA PRADESH,1947,7,3.797775983810425
EAST MADHYA PRADESH,1947,8,2.916837215423584
EAST MADHYA PRADESH,1947,9,2.2737011909484863
EAST MADHYA PRADESH,1947,10,3.885607957839966
EAST MADHYA PRADESH,1947,11,4.246610164642334
EAST MADHYA PRADESH,1947,12,3.797151803970337
EAST MADHYA PRADESH,1948,1,5.249591827392578
EAST MADHYA PRADESH,1948,2,3.344223976135254
EAST MADHYA PRADESH,1948,3,4.558132648468018
EAST MADHYA PRADESH,1948,4,4.984730243682861
EAST MADHYA PRADESH,1948,5,4.570646286010742
EAST MADHYA PRADESH,1948,6,3.555288553237915
EAST MADHYA PRADESH,1948,7,2.830428123474121
EAST MADHYA PRADESH,1948,8,2.564880132675171
EAST MADHYA PRADESH,1948,9,3.1573450565338135
EAST MADHYA PRADESH,1948,10,4.425178527832031
EAST MADHYA PRADESH,1948,11,4.725692272186279
EAST MADHYA PRADESH,1948,12,4.967829704284668
EAST MADHYA PRADESH,1949,1,3.1720120906829834
EAST MADHYA PRADESH,1949,2,2.7069685459136963
EAST MADHYA PRADESH,1949,3,2.333000421524048
EAST MADHYA PRADESH,1949,4,2.7037317752838135
EAST MADHYA PRADESH,1949,5,3.0155186653137207
EAST MADHYA PRADESH,1949,6,3.813295841217041
EAST MADHYA PRADESH,1949,7,4.3264689445495605
EAST MADHYA PRADESH,1949,8,3.8825807571411133
EAST MADHYA PRADESH,1949,9,3.6879045963287354
EAST MADHYA PRADESH,1949,10,4.913120269775391
EAST MADHYA PRADESH,1949,11,3.789555788040161
EAST MADHYA PRADESH,1949,12,3.732607364654541
EAST MADHYA PRADESH,1950,1,3.0792078971862793
EAST MADHYA PRADESH,1950,2,3.2799530029296875
EAST MADHYA PRADESH,1950,3,2.671396017074585
EAST MADHYA PRADESH,1950,4,2.5414528846740723
EAST MADHYA PRADESH,1950,5,3.6793529987335205
EAST MADHYA PRADESH,1950,6,3.942929744720459
EAST MADHYA PRADESH,1950,7,4.769047260284424
EAST MADHYA PRADESH,1950,8,3.3246841430664062
EAST MADHYA PRADESH,1950,9,3.747345447540283
EAST MADHYA PRADESH,1950,10,3.535835027694702
EAST MADHYA PRADESH,1950,11,2.776331901550293
EAST MADHYA PRADESH,1950,12,2.9730944633483887
EAST MADHYA PRADESH,1951,1,4.402004241943359
EAST MADHYA PRADESH,1951,2,4.317267417907715
EAST MADHYA PRADESH,1951,3,3.966210126876831
EAST MADHYA PRADESH,1951,4,3.010908842086792
EAST MADHYA PRADESH,1951,5,2.9684951305389404
EAST MADHYA PRADESH,1951,6,2.4635510444641113
EAST MADHYA PRADESH,1951,7,2.820871591567993
EAST MADHYA PRADESH,1951,8,3.08429217338562
EAST MADHYA PRADESH,1951,9,3.032792806625366
EAST MADHYA PRADESH,1951,10,3.8516793251037598
EAST MADHYA PRADESH,1951,11,2.7028234004974365
EAST MADHYA PRADESH,1951,12,3.249786853790283
EAST MADHYA PRADESH,1952,1,2.8745977878570557
EAST MADHYA PRADESH,1952,2,2.263385534286499
EAST MADHYA PRADESH,1952,3,1.773287296295166
EAST MADHYA PRADESH,1952,4,2.155136823654175
EAST MADHYA PRADESH,1952,5,3.7384588718414307
EAST MADHYA PRADESH,1952,6,5.21324348449707
EAST MADHYA PRADESH,1952,7,5.097813129425049
EAST MADHYA PRADESH,1952,8,3.539818286895752
EAST MADHYA PRADESH,1952,9,2.2168002128601074
EAST MADHYA PRADESH,1952,10,3.6959850788116455
EAST MADHYA PRADESH,1952,11,3.796950101852417
EAST MADHYA PRADESH,1952,12,3.522718906402588
EAST MADHYA PRADESH,1953,1,4.071187973022461
EAST MADHYA PRADESH,1953,2,4.724396228790283
EAST MADHYA PRADESH,1953,3,3.439095973968506
EAST MADHYA PRADESH,1953,4,2.7605371475219727
EAST MADHYA PRADESH,1953,5,3.280510187149048
EAST MADHYA PRADESH,1953,6,3.540574550628662
EAST MADHYA PRADESH,1953,7,2.645387887954712
EAST MADHYA PRADESH,1953,8,1.994585394859314
EAST MADHYA PRADESH,1953,9,1.4063040018081665
EAST MADHYA PRADESH,1953,10,1.8672715425491333
EAST MADHYA PRADESH,1953,11,2.890564441680908
EAST MADHYA PRADESH,1953,12,3.1542153358459473
EAST MADHYA PRADESH,1954,1,2.1734676361083984
EAST MADHYA PRADESH,1954,2,2.4997458457946777
EAST MADHYA PRADESH,1954,3,2.6169352531433105
EAST MADHYA PRADESH,1954,4,3.3197154998779297
EAST MADHYA PRADESH,1954,5,3.866363048553467
EAST MADHYA PRADESH,1954,6,3.9458184242248535
EAST MADHYA PRADESH,1954,7,3.3732898235321045
EAST MADHYA PRADESH,1954,8,2.858149528503418
EAST MADHYA PRADESH,1954,9,2.5084261894226074
EAST MADHYA PRADESH,1954,10,2.582411527633667
EAST MADHYA PRADESH,1954,11,2.694650411605835
EAST MADHYA PRADESH,1954,12,2.2928779125213623
EAST MADHYA PRADESH,1955,1,4.908437728881836
EAST MADHYA PRADESH,1955,2,4.091702461242676
EAST MADHYA PRADESH,1955,3,3.9059412479400635
EAST MADHYA PRADESH,1955,4,3.2940385341644287
EAST MADHYA PRADESH,1955,5,3.071631669998169
EAST MADHYA PRADESH,1955,6,2.237863540649414
EAST MADHYA PRADESH,1955,7,2.899137020111084
EAST MADHYA PRADESH,1955,8,3.0630688667297363
EAST MADHYA PRADESH,1955,9,2.568457841873169
EAST MADHYA PRADESH,1955,10,4.175858020782471
EAST MADHYA PRADESH,1955,11,4.985279560089111
EAST MADHYA PRADESH,1955,12,5.868198394775391
EAST MADHYA PRADESH,1956,1,3.5058093070983887
EAST MADHYA PRADESH,1956,2,3.9327433109283447
EAST MADHYA PRADESH,1956,3,3.9648778438568115
EAST MADHYA PRADESH,1956,4,4.387578964233398
EAST MADHYA PRADESH,1956,5,5.555600643157959
EAST MADHYA PRADESH,1956,6,6.809377670288086
EAST MADHYA PRADESH,1956,7,4.490383625030518
EAST MADHYA PRADESH,1956,8,3.0557734966278076
EAST MADHYA PRADESH,1956,9,3.09814190864563
EAST MADHYA PRADESH,1956,10,2.7926933765411377
EAST MADHYA PRADESH,1956,11,4.032586097717285
EAST MADHYA PRADESH,1956,12,4.387020111083984
EAST MADHYA PRADESH,1957,1,2.5511369705200195
EAST MADHYA PRADESH,1957,2,3.489567518234253
EAST MADHYA PRADESH,1957,3,3.7225942611694336
EAST MADHYA PRADESH,1957,4,3.184368848800659
EAST MADHYA PRADESH,1957,5,2.647134780883789
EAST MADHYA PRADESH,1957,6,2.924582004547119
EAST MADHYA PRADESH,1957,7,2.7829630374908447
EAST MADHYA PRADESH,1957,8,1.9266266822814941
EAST MADHYA PRADESH,1957,9,2.54901123046875
EAST MADHYA PRADESH,1957,10,2.3152856826782227
EAST MADHYA PRADESH,1957,11,3.0250439643859863
EAST MADHYA PRADESH,1957,12,2.3449904918670654
EAST MADHYA PRADESH,1958,1,3.7766008377075195
EAST MADHYA PRADESH,1958,2,3.6433358192443848
EAST MADHYA PRADESH,1958,3,3.486149311065674
EAST MADHYA PRADESH,1958,4,1.9973052740097046
EAST MADHYA PRADESH,1958,5,2.9309585094451904
EAST MADHYA PRADESH,1958,6,3.4109249114990234
EAST MADHYA PRADESH,1958,7,3.040240526199341
EAST MADHYA PRADESH,1958,8,3.2285759449005127
EAST MADHYA PRADESH,1958,9,3.253500461578369
EAST MADHYA PRADESH,1958,10,2.980377435684204
EAST MADHYA PRADESH,1958,11,4.002033710479736
EAST MADHYA PRADESH,1958,12,4.138789653778076
EAST MADHYA PRADESH,1959,1,4.418585777282715
EAST MADHYA PRADESH,1959,2,2.4481759071350098
EAST MADHYA PRADESH,1959,3,2.598755359649658
EAST MADHYA PRADESH,1959,4,2.9819788932800293
EAST MADHYA PRADESH,1959,5,4.094272613525391
EAST MADHYA PRADESH,1959,6,3.7170181274414062
EAST MADHYA PRADESH,1959,7,3.210641860961914
EAST MADHYA PRADESH,1959,8,2.162472724914551
EAST MADHYA PRADESH,1959,9,4.352505207061768
EAST MADHYA PRADESH,1959,10,4.061795711517334
EAST MADHYA PRADESH,1959,11,4.020778179168701
EAST MADHYA PRADESH,1959,12,4.712926387786865
EAST MADHYA PRADESH,1960,1,3.919151544570923
EAST MADHYA PRADESH,1960,2,4.530999660491943
EAST MADHYA PRADESH,1960,3,3.511146306991577
EAST MADHYA PRADESH,1960,4,2.72715163230896
EAST MADHYA PRADESH,1960,5,3.4137234687805176
EAST MADHYA PRADESH,1960,6,3.383297920227051
EAST MADHYA PRADESH,1960,7,3.956125259399414
EAST MADHYA PRADESH,1960,8,2.2257778644561768
EAST MADHYA PRADESH,1960,9,2.742990016937256
EAST MADHYA PRADESH,1960,10,3.888420820236206
EAST MADHYA PRADESH,1960,11,3.8235671520233154
EAST MADHYA PRADESH,1960,12,3.48724365234375
EAST MADHYA PRADESH,1961,1,4.25314998626709
EAST MADHYA PRADESH,1961,2,4.743456840515137
EAST MADHYA PRADESH,1961,3,2.820047378540039
EAST MADHYA PRADESH,1961,4,3.706249237060547
EAST MADHYA PRADESH,1961,5,5.670137882232666
EAST MADHYA PRADESH,1961,6,7.200981616973877
EAST MADHYA PRADESH,1961,7,6.28549861907959
EAST MADHYA PRADESH,1961,8,3.5198276042938232
EAST MADHYA PRADESH,1961,9,3.934886932373047
EAST MADHYA PRADESH,1961,10,5.389430999755859
EAST MADHYA PRADESH,1961,11,4.482028484344482
EAST MADHYA PRADESH,1961,12,3.344548463821411
EAST MADHYA PRADESH,1962,1,2.8318026065826416
EAST MADHYA PRADESH,1962,2,3.305276870727539
EAST MADHYA PRADESH,1962,3,3.3211944103240967
EAST MADHYA PRADESH,1962,4,2.153334379196167
EAST MADHYA PRADESH,1962,5,1.9648323059082031
EAST MADHYA PRADESH,1962,6,3.0642764568328857
EAST MADHYA PRADESH,1962,7,3.009147882461548
EAST MADHYA PRADESH,1962,8,3.06009840965271
EAST MADHYA PRADESH,1962,9,3.5675127506256104
EAST MADHYA PRADESH,1962,10,3.14021372795105
EAST MADHYA PRADESH,1962,11,3.9199399948120117
EAST MADHYA PRADESH,1962,12,3.163505792617798
EAST MADHYA PRADESH,1963,1,3.3350253105163574
EAST MADHYA PRADESH,1963,2,2.237567186355591
EAST MADHYA PRADESH,1963,3,1.8447049856185913
EAST MADHYA PRADESH,1963,4,3.5488860607147217
EAST MADHYA PRADESH,1963,5,4.355418682098389
EAST MADHYA PRADESH,1963,6,3.4821486473083496
EAST MADHYA PRADESH,1963,7,4.178256034851074
EAST MADHYA PRADESH,1963,8,4.358511447906494
EAST MADHYA PRADESH,1963,9,3.1016252040863037
EAST MADHYA PRADESH,1963,10,1.9440972805023193
EAST MADHYA PRADESH,1963,11,2.0109026432037354
EAST MADHYA PRADESH,1963,12,2.965301036834717
EAST MADHYA PRADESH,1964,1,3.453623056411743
EAST MADHYA PRADESH,1964,2,4.578034400939941
EAST MADHYA PRADESH,1964,3,3.4254090785980225
EAST MADHYA PRADESH,1964,4,2.6970818042755127
EAST MADHYA PRADESH,1964,5,4.139742374420166
EAST MADHYA PRADESH,1964,6,3.056709051132202
EAST MADHYA PRADESH,1964,7,3.7057576179504395
EAST MADHYA PRADESH,1964,8,4.369266033172607
EAST MADHYA PRADESH,1964,9,3.612635612487793
EAST MADHYA PRADESH,1964,10,3.0000381469726562
EAST MADHYA PRADESH,1964,11,2.7379469871520996
EAST MADHYA PRADESH,1964,12,3.642096519470215
EAST MADHYA PRADESH,1965,1,1.8850911855697632
EAST MADHYA PRADESH,1965,2,2.4062466621398926
EAST MADHYA PRADESH,1965,3,1.8298927545547485
EAST MADHYA PRADESH,1965,4,1.9988282918930054
EAST MADHYA PRADESH,1965,5,2.3474538326263428
EAST MADHYA PRADESH,1965,6,1.5084335803985596
EAST MADHYA PRADESH,1965,7,1.3404115438461304
EAST MADHYA PRADESH,1965,8,1.5065593719482422
EAST MADHYA PRADESH,1965,9,1.8172141313552856
EAST MADHYA PRADESH,1965,10,2.555475950241089
EAST MADHYA PRADESH,1965,11,2.6945745944976807
EAST MADHYA PRADESH,1965,12,1.377690076828003
EAST MADHYA PRADESH,1966,1,2.055361270904541
EAST MADHYA PRADESH,1966,2,2.2559733390808105
EAST MADHYA PRADESH,1966,3,2.554964542388916
EAST MADHYA PRADESH,1966,4,2.617833375930786
EAST MADHYA PRADESH,1966,5,1.60918390750885
EAST MADHYA PRADESH,1966,6,1.7907365560531616
EAST MADHYA PRADESH,1966,7,3.331429958343506
EAST MADHYA PRADESH,1966,8,3.170170783996582
EAST MADHYA PRADESH,1966,9,2.5005643367767334
EAST MADHYA PRADESH,1966,10,1.9416331052780151
EAST MADHYA PRADESH,1966,11,2.0884525775909424
EAST MADHYA PRADESH,1966,12,1.9274933338165283
EAST MADHYA PRADESH,1967,1,3.317763090133667
EAST MADHYA PRADESH,1967,2,5.585270881652832
EAST MADHYA PRADESH,1967,3,4.640755653381348
EAST MADHYA PRADESH,1967,4,3.9429330825805664
EAST MADHYA PRADESH,1967,5,3.937892436981201
EAST MADHYA PRADESH,1967,6,3.665602922439575
EAST MADHYA PRADESH,1967,7,5.630173683166504
EAST MADHYA PRADESH,1967,8,6.2009358406066895
EAST MADHYA PRADESH,1967,9,3.9990081787109375
EAST MADHYA PRADESH,1967,10,2.7911579608917236
EAST MADHYA PRADESH,1967,11,2.372581720352173
EAST MADHYA PRADESH,1967,12,2.582324504852295
EAST MADHYA PRADESH,1968,1,2.3778951168060303
EAST MADHYA PRADESH,1968,2,2.400526523590088
EAST MADHYA PRADESH,1968,3,1.2763803005218506
EAST MADHYA PRADESH,1968,4,1.2718149423599243
EAST MADHYA PRADESH,1968,5,1.640315055847168
EAST MADHYA PRADESH,1968,6,1.9695470333099365
EAST MADHYA PRADESH,1968,7,3.5482571125030518
EAST MADHYA PRADESH,1968,8,4.011876106262207
EAST MADHYA PRADESH,1968,9,3.906897783279419
EAST MADHYA PRADESH,1968,10,3.974257707595825
EAST MADHYA PRADESH,1968,11,4.3916120529174805
EAST MADHYA PRADESH,1968,12,2.793637990951538
EAST MADHYA PRADESH,1969,1,2.3045332431793213
EAST MADHYA PRADESH,1969,2,2.25287127494812
EAST MADHYA PRADESH,1969,3,2.406175374984741
EAST MADHYA PRADESH,1969,4,2.360779285430908
EAST MADHYA PRADESH,1969,5,2.3924248218536377
EAST MADHYA PRADESH,1969,6,3.4904842376708984
EAST MADHYA PRADESH,1969,7,3.5103371143341064
EAST MADHYA PRADESH,1969,8,3.202810287475586
EAST MADHYA PRADESH,1969,9,3.8913419246673584
EAST MADHYA PRADESH,1969,10,4.046946048736572
EAST MADHYA PRADESH,1969,11,6.014687538146973
EAST MADHYA PRADESH,1969,12,3.7021102905273438
EAST MADHYA PRADESH,1970,1,3.4117789268493652
EAST MADHYA PRADESH,1970,2,3.819740056991577
EAST MADHYA PRADESH,1970,3,4.723422527313232
EAST MADHYA PRADESH,1970,4,4.008382320404053
EAST MADHYA PRADESH,1970,5,2.7475790977478027
EAST MADHYA PRADESH,1970,6,3.3153436183929443
EAST MADHYA PRADESH,1970,7,3.330761194229126
EAST MADHYA PRADESH,1970,8,3.0423974990844727
EAST MADHYA PRADESH,1970,9,4.1775994300842285
EAST MADHYA PRADESH,1970,10,3.7049503326416016
EAST MADHYA PRADESH,1970,11,4.701449394226074
EAST MADHYA PRADESH,1970,12,3.7875683307647705
EAST MADHYA PRADESH,1971,1,4.070786476135254
EAST MADHYA PRADESH,1971,2,5.996657848358154
EAST MADHYA PRADESH,1971,3,6.414943695068359
EAST MADHYA PRADESH,1971,4,5.188685894012451
EAST MADHYA PRADESH,1971,5,4.270767688751221
EAST MADHYA PRADESH,1971,6,3.8899922370910645
EAST MADHYA PRADESH,1971,7,3.0155844688415527
EAST MADHYA PRADESH,1971,8,4.746304988861084
EAST MADHYA PRADESH,1971,9,3.597125768661499
EAST MADHYA PRADESH,1971,10,3.9648125171661377
EAST MADHYA PRADESH,1971,11,3.717449426651001
EAST MADHYA PRADESH,1971,12,3.318753957748413
EAST MADHYA PRADESH,1972,1,2.3521931171417236
EAST MADHYA PRADESH,1972,2,2.784574031829834
EAST MADHYA PRADESH,1972,3,3.4120993614196777
EAST MADHYA PRADESH,1972,4,3.1725332736968994
EAST MADHYA PRADESH,1972,5,4.317309379577637
EAST MADHYA PRADESH,1972,6,2.7218313217163086
EAST MADHYA PRADESH,1972,7,2.5670998096466064
EAST MADHYA PRADESH,1972,8,2.3041982650756836
EAST MADHYA PRADESH,1972,9,2.913888454437256
EAST MADHYA PRADESH,1972,10,2.0988306999206543
EAST MADHYA PRADESH,1972,11,2.895024299621582
EAST MADHYA PRADESH,1972,12,4.157238006591797
EAST MADHYA PRADESH,1973,1,4.788353443145752
EAST MADHYA PRADESH,1973,2,3.5043344497680664
EAST MADHYA PRADESH,1973,3,1.6138408184051514
EAST MADHYA PRADESH,1973,4,2.9279282093048096
EAST MADHYA PRADESH,1973,5,3.1969614028930664
EAST MADHYA PRADESH,1973,6,3.4622108936309814
EAST MADHYA PRADESH,1973,7,3.848158359527588
EAST MADHYA PRADESH,1973,8,3.173400402069092
EAST MADHYA PRADESH,1973,9,3.178440809249878
EAST MADHYA PRADESH,1973,10,4.205583095550537
EAST MADHYA PRADESH,1973,11,3.679842233657837
EAST MADHYA PRADESH,1973,12,3.74717378616333
EAST MADHYA PRADESH,1974,1,4.352294921875
EAST MADHYA PRADESH,1974,2,4.422801494598389
EAST MADHYA PRADESH,1974,3,2.5212156772613525
EAST MADHYA PRADESH,1974,4,2.42440128326416
EAST MADHYA PRADESH,1974,5,1.5123547315597534
EAST MADHYA PRADESH,1974,6,2.0653159618377686
EAST MADHYA PRADESH,1974,7,2.016759157180786
EAST MADHYA PRADESH,1974,8,2.127631187438965
EAST MADHYA PRADESH,1974,9,2.276691436767578
EAST MADHYA PRADESH,1974,10,2.3302083015441895
EAST MADHYA PRADESH,1974,11,2.2799131870269775
EAST MADHYA PRADESH,1974,12,2.921555757522583
EAST MADHYA PRADESH,1975,1,2.756052017211914
EAST MADHYA PRADESH,1975,2,4.189579963684082
EAST MADHYA PRADESH,1975,3,4.982365131378174
EAST MADHYA PRADESH,1975,4,4.450514793395996
EAST MADHYA PRADESH,1975,5,4.926093578338623
EAST MADHYA PRADESH,1975,6,6.371363639831543
EAST MADHYA PRADESH,1975,7,3.959845542907715
EAST MADHYA PRADESH,1975,8,3.877378463745117
EAST MADHYA PRADESH,1975,9,2.850541114807129
EAST MADHYA PRADESH,1975,10,2.508195638656616
EAST MADHYA PRADESH,1975,11,3.030592679977417
EAST MADHYA PRADESH,1975,12,3.8723318576812744
EAST MADHYA PRADESH,1976,1,2.6267194747924805
EAST MADHYA PRADESH,1976,2,2.077275276184082
EAST MADHYA PRADESH,1976,3,2.3100664615631104
EAST MADHYA PRADESH,1976,4,2.9451100826263428
EAST MADHYA PRADESH,1976,5,2.823978900909424
EAST MADHYA PRADESH,1976,6,2.1682183742523193
EAST MADHYA PRADESH,1976,7,2.4515721797943115
EAST MADHYA PRADESH,1976,8,3.2262492179870605
EAST MADHYA PRADESH,1976,9,2.9249281883239746
EAST MADHYA PRADESH,1976,10,2.8961620330810547
EAST MADHYA PRADESH,1976,11,3.7960829734802246
EAST MADHYA PRADESH,1976,12,3.71083664894104
EAST MADHYA PRADESH,1977,1,5.084850311279297
EAST MADHYA PRADESH,1977,2,3.226926326751709
EAST MADHYA PRADESH,1977,3,4.376340866088867
EAST MADHYA PRADESH,1977,4,3.557387351989746
EAST MADHYA PRADESH,1977,5,2.986240863800049
EAST MADHYA PRADESH,1977,6,4.546840190887451
EAST MADHYA PRADESH,1977,7,5.621225357055664
EAST MADHYA PRADESH,1977,8,4.062844753265381
EAST MADHYA PRADESH,1977,9,3.4634697437286377
EAST MADHYA PRADESH,1977,10,3.4111149311065674
EAST MADHYA PRADESH,1977,11,1.5893545150756836
EAST MADHYA PRADESH,1977,12,3.690911054611206
EAST MADHYA PRADESH,1978,1,3.651409149169922
EAST MADHYA PRADESH,1978,2,3.6997437477111816
EAST MADHYA PRADESH,1978,3,2.353846311569214
EAST MADHYA PRADESH,1978,4,2.020298480987549
EAST MADHYA PRADESH,1978,5,3.179879903793335
EAST MADHYA PRADESH,1978,6,4.373865127563477
EAST MADHYA PRADESH,1978,7,4.744419097900391
EAST MADHYA PRADESH,1978,8,3.226675271987915
EAST MADHYA PRADESH,1978,9,3.27923583984375
EAST MADHYA PRADESH,1978,10,3.328911066055298
EAST MADHYA PRADESH,1978,11,5.943427562713623
EAST MADHYA PRADESH,1978,12,4.38224458694458
EAST MADHYA PRADESH,1979,1,2.335845947265625
EAST MADHYA PRADESH,1979,2,2.503157615661621
EAST MADHYA PRADESH,1979,3,2.3948519229888916
EAST MADHYA PRADESH,1979,4,2.6517109870910645
EAST MADHYA PRADESH,1979,5,2.942016124725342
EAST MADHYA PRADESH,1979,6,1.5927660465240479
EAST MADHYA PRADESH,1979,7,1.2078555822372437
EAST MADHYA PRADESH,1979,8,1.6358652114868164
EAST MADHYA PRADESH,1979,9,1.7454482316970825
EAST MADHYA PRADESH,1979,10,1.9634019136428833
EAST MADHYA PRADESH,1979,11,1.497556209564209
EAST MADHYA PRADESH,1979,12,2.494676351547241
EAST MADHYA PRADESH,1980,1,5.278439044952393
EAST MADHYA PRADESH,1980,2,4.096584796905518
EAST MADHYA PRADESH,1980,3,2.774927854537964
EAST MADHYA PRADESH,1980,4,3.2163641452789307
EAST MADHYA PRADESH,1980,5,3.492262125015259
EAST MADHYA PRADESH,1980,6,3.1457109451293945
EAST MADHYA PRADESH,1980,7,2.135586738586426
EAST MADHYA PRADESH,1980,8,3.6918463706970215
EAST MADHYA PRADESH,1980,9,4.915002822875977
EAST MADHYA PRADESH,1980,10,4.080641269683838
EAST MADHYA PRADESH,1980,11,4.872436046600342
EAST MADHYA PRADESH,1980,12,4.401156425476074
EAST MADHYA PRADESH,1981,1,2.459533452987671
EAST MADHYA PRADESH,1981,2,2.099677085876465
EAST MADHYA PRADESH,1981,3,2.607264518737793
EAST MADHYA PRADESH,1981,4,2.164754629135132
EAST MADHYA PRADESH,1981,5,3.260941743850708
EAST MADHYA PRADESH,1981,6,4.817225456237793
EAST MADHYA PRADESH,1981,7,3.7687828540802
EAST MADHYA PRADESH,1981,8,1.9475436210632324
EAST MADHYA PRADESH,1981,9,2.0206143856048584
EAST MADHYA PRADESH,1981,10,2.265212297439575
EAST MADHYA PRADESH,1981,11,2.5203797817230225
EAST MADHYA PRADESH,1981,12,3.5986557006835938
EAST MADHYA PRADESH,1982,1,2.813389778137207
EAST MADHYA PRADESH,1982,2,3.8292059898376465
EAST MADHYA PRADESH,1982,3,4.044835090637207
EAST MADHYA PRADESH,1982,4,4.343334674835205
EAST MADHYA PRADESH,1982,5,3.1779098510742188
EAST MADHYA PRADESH,1982,6,2.295687198638916
EAST MADHYA PRADESH,1982,7,2.55728816986084
EAST MADHYA PRADESH,1982,8,1.7853490114212036
EAST MADHYA PRADESH,1982,9,2.750950574874878
EAST MADHYA PRADESH,1982,10,3.6931562423706055
EAST MADHYA PRADESH,1982,11,3.868076801300049
EAST MADHYA PRADESH,1982,12,3.188441514968872
EAST MADHYA PRADESH,1983,1,2.6859562397003174
EAST MADHYA PRADESH,1983,2,2.91463041305542
EAST MADHYA PRADESH,1983,3,4.245792388916016
EAST MADHYA PRADESH,1983,4,2.9619405269622803
EAST MADHYA PRADESH,1983,5,2.3521716594696045
EAST MADHYA PRADESH,1983,6,3.1067330837249756
EAST MADHYA PRADESH,1983,7,2.749420642852783
EAST MADHYA PRADESH,1983,8,3.351529359817505
EAST MADHYA PRADESH,1983,9,4.180666923522949
EAST MADHYA PRADESH,1983,10,4.09033203125
EAST MADHYA PRADESH,1983,11,4.806205749511719
EAST MADHYA PRADESH,1983,12,3.7988381385803223
EAST MADHYA PRADESH,1984,1,2.646074056625366
EAST MADHYA PRADESH,1984,2,3.4689955711364746
EAST MADHYA PRADESH,1984,3,4.639442443847656
EAST MADHYA PRADESH,1984,4,3.313105583190918
EAST MADHYA PRADESH,1984,5,2.5472629070281982
EAST MADHYA PRADESH,1984,6,3.4342408180236816
EAST MADHYA PRADESH,1984,7,3.733147144317627
EAST MADHYA PRADESH,1984,8,3.9051334857940674
EAST MADHYA PRADESH,1984,9,3.6116116046905518
EAST MADHYA PRADESH,1984,10,1.3206593990325928
EAST MADHYA PRADESH,1984,11,2.017716646194458
EAST MADHYA PRADESH,1984,12,3.445589542388916
EAST MADHYA PRADESH,1985,1,3.518803596496582
EAST MADHYA PRADESH,1985,2,3.166260004043579
EAST MADHYA PRADESH,1985,3,3.9292657375335693
EAST MADHYA PRADESH,1985,4,4.432127475738525
EAST MADHYA PRADESH,1985,5,2.7810864448547363
EAST MADHYA PRADESH,1985,6,3.0565853118896484
EAST MADHYA PRADESH,1985,7,3.7099924087524414
EAST MADHYA PRADESH,1985,8,2.390164852142334
EAST MADHYA PRADESH,1985,9,1.554414987564087
EAST MADHYA PRADESH,1985,10,2.788811445236206
EAST MADHYA PRADESH,1985,11,3.4889535903930664
EAST MADHYA PRADESH,1985,12,2.3861570358276367
EAST MADHYA PRADESH,1986,1,2.1981282234191895
EAST MADHYA PRADESH,1986,2,2.5101137161254883
EAST MADHYA PRADESH,1986,3,3.8807199001312256
EAST MADHYA PRADESH,1986,4,2.830207347869873
EAST MADHYA PRADESH,1986,5,3.7445151805877686
EAST MADHYA PRADESH,1986,6,1.9633140563964844
EAST MADHYA PRADESH,1986,7,1.9315400123596191
EAST MADHYA PRADESH,1986,8,3.305007219314575
EAST MADHYA PRADESH,1986,9,3.637991428375244
EAST MADHYA PRADESH,1986,10,3.1396396160125732
EAST MADHYA PRADESH,1986,11,3.4541170597076416
EAST MADHYA PRADESH,1986,12,3.0405421257019043
EAST MADHYA PRADESH,1987,1,5.02228307723999
EAST MADHYA PRADESH,1987,2,3.2113687992095947
EAST MADHYA PRADESH,1987,3,2.5147643089294434
EAST MADHYA PRADESH,1987,4,2.936187505722046
EAST MADHYA PRADESH,1987,5,2.8680031299591064
EAST MADHYA PRADESH,1987,6,4.180965900421143
EAST MADHYA PRADESH,1987,7,3.341146469116211
EAST MADHYA PRADESH,1987,8,3.5593533515930176
